Title,Headline,Description,Chronicle Type,Author,Type,Date,URL,Publication,Highlight,Pull Quote Long,Pull Quote Short,Video Link,Events Database,Date_Format,Airtable Event Record ID,mw_Press_Headline,mw_Press_Description,mw_Press_Pull_Quote_Long,mw_Press_Pull_Quote_Short,my_Press_Author,mw_Press_Type,mw_Press_Date,mw_Press_URL,mw_Press_Publication,mw_Press_Video_Link,mw_Press_Event_Name,mw_Press_Airtable_Event_Record_ID,mw_Press_Highlight,Event Name Format (from Events Database),Autonumber
Press:151,Twins: Its OK to laugh ,,,,Listing,2019-04-20,https://glasstire.com/events/2019/04/20/twins-its-ok-to-laugh/,Glasstire,,"A comedy show performed by Shannon Stott and Quinn Buckner, the improv comedy group known as “Twins”.

",,,,2019-04-20,,Twins: Its OK to laugh ,,"A comedy show performed by Shannon Stott and Quinn Buckner, the improv comedy group known as “Twins”.

",,,Listing,2019-04-19,https://glasstire.com/events/2019/04/20/twins-its-ok-to-laugh/,Glasstire,,,,,,151
Press:230,PODCAST: Janet40,Janet40 is the Mexico City-based curatorial and production platform of Patricia Siller and Luis Nava. ,,Sean Patrick Carney,Article,2019-04-28,https://humorandtheabject.com/blog/2019/4/28/podcast-janet40,Humor and the Abject,,,,,Janet40 (Residency),2019-04-28,recSIwefMgk2Ev4Qz,PODCAST: Janet40,Janet40 is the Mexico City-based curatorial and production platform of Patricia Siller and Luis Nava. ,,,Sean Patrick Carney,Article,2019-04-27,https://humorandtheabject.com/blog/2019/4/28/podcast-janet40,Humor and the Abject,,Janet40 (Residency),recSIwefMgk2Ev4Qz,,Janet40 (Residency),230
Press:152,Faster Than Sound: A Festival Blooms in the Desert,"Amid concern over a new C3 festival, homegrown Marfa Myths strives to grow with the Texas city",MUSIC COLUMN,Rachel Rascoe,Article,2019-05-03,https://www.austinchronicle.com/music/2019-05-03/faster-than-sound-a-festival-blooms-in-the-desert/,Austin Chronicle,,"Austin Critics Table Nomination 2018 -
Solo Gallery Exhibition -  “Cage Match Project Round VIII: Tammie Rubin: This Is Everything,” Museum of Human Achievement
",,,"""Cage Match Project, Round VIII: This is Everything""",2019-05-03,recUtrI3C5rRppOCY,Faster Than Sound: A Festival Blooms in the Desert,"Amid concern over a new C3 festival, homegrown Marfa Myths strives to grow with the Texas city","Austin Critics Table Nomination 2018 -
Solo Gallery Exhibition -  “Cage Match Project Round VIII: Tammie Rubin: This Is Everything,” Museum of Human Achievement
",,Rachel Rascoe,Article,2019-05-02,https://www.austinchronicle.com/music/2019-05-03/faster-than-sound-a-festival-blooms-in-the-desert/,Austin Chronicle,,"Cage Match Project, Round VIII: This is Everything",recUtrI3C5rRppOCY,,"Cage Match Project, Round VIII: This is Everything",152
Press:153,Qmmunity,Plus new music from Krudxs Cubensi and a Cinco de Mayo drag brunch,COLUMN,Beth Sullivan,Article,2019-05-03,https://www.austinchronicle.com/columns/2019-05-03/qmmunity/,Austin Chronicle,,"Future Traditions Multimedia fest chock-full of QPOC talent. Fri., May 3. Museum of Human Achievement, Springdale & Lyons.
",,,Future Traditions Festival,2019-05-03,recQIssGRftFggnlL,Qmmunity,Plus new music from Krudxs Cubensi and a Cinco de Mayo drag brunch,"Future Traditions Multimedia fest chock-full of QPOC talent. Fri., May 3. Museum of Human Achievement, Springdale & Lyons.
",,Beth Sullivan,Article,2019-05-02,https://www.austinchronicle.com/columns/2019-05-03/qmmunity/,Austin Chronicle,,Future Traditions Festival,recQIssGRftFggnlL,,Future Traditions Festival,153
Press:154,"Zach Theatre, Ballet Austin, Salvage Vanguard shows lead in Austin ...","Museum of Human Achievement. “Malcolm Bucknall: Solo Show,” Wally Workman Gallery. “Martha Hughes: Fresh From Marfa,” Ola Gallery. “Terra ",,Michael Barnes,Article,2019-05-13,https://www.austin360.com/story/entertainment/arts/2019/05/13/zach-theatre-ballet-austin-salvage-vanguard-shows-lead-in-austin-critics-awards-nods/5170836007/,Statesmen,,,,,"""Cage Match Project, Round VIII: This is Everything""",2019-05-13,recUtrI3C5rRppOCY,"Zach Theatre, Ballet Austin, Salvage Vanguard shows lead in Austin ...","Museum of Human Achievement. “Malcolm Bucknall: Solo Show,” Wally Workman Gallery. “Martha Hughes: Fresh From Marfa,” Ola Gallery. “Terra ",,,Michael Barnes,Article,2019-05-12,https://www.austin360.com/story/entertainment/arts/2019/05/13/zach-theatre-ballet-austin-salvage-vanguard-shows-lead-in-austin-critics-awards-nods/5170836007/,Statesmen,,"Cage Match Project, Round VIII: This is Everything",recUtrI3C5rRppOCY,,"Cage Match Project, Round VIII: This is Everything",154
Press:155,Nominees for the 2018-19 Austin Critics Table Awards Announced,The Critics Table's picture-perfect year,ARTS POST,Robert Faires,Article,2019-05-13,https://www.austinchronicle.com/daily/arts/2019-05-13/nominees-for-the-2018-19-austin-critics-table-awards-announced/,Austin Chronicle,checked,"""2018 - Solo Gallery Exhibition
 - “Cage Match Project Round VIII: Tammie Rubin: This Is Everything,” Museum of Human Achievement
""","Austin Critics Table - 2018 - Nomination - Solo Gallery Exhibition, Cage Match Project Round VIII: Tammie Rubin: This Is Everything",,"""Cage Match Project, Round VIII: This is Everything""",2019-05-13,recUtrI3C5rRppOCY,Nominees for the 2018-19 Austin Critics Table Awards Announced,The Critics Table's picture-perfect year,"""2018 - Solo Gallery Exhibition
 - “Cage Match Project Round VIII: Tammie Rubin: This Is Everything,” Museum of Human Achievement
""","Austin Critics Table - 2018 - Nomination - Solo Gallery Exhibition, Cage Match Project Round VIII: Tammie Rubin: This Is Everything",Robert Faires,Article,2019-05-12,https://www.austinchronicle.com/daily/arts/2019-05-13/nominees-for-the-2018-19-austin-critics-table-awards-announced/,Austin Chronicle,,"Cage Match Project, Round VIII: This is Everything",recUtrI3C5rRppOCY,1,"Cage Match Project, Round VIII: This is Everything",155
Press:156,Texas Art Organizations Receive $2 Million from the NEA ,Texas Art Organizations Receive $2 Million from the NEA,,,Article,2019-05-21,https://glasstire.com/2019/05/21/texas-art-organizations-receive-2-million-from-the-nea/,Glasstire,,,,,,2019-05-21,,Texas Art Organizations Receive $2 Million from the NEA ,Texas Art Organizations Receive $2 Million from the NEA,,,,Article,2019-05-20,https://glasstire.com/2019/05/21/texas-art-organizations-receive-2-million-from-the-nea/,Glasstire,,,,,,156
Press:157,Queer Collaboration Yields Otherworldly Campiness in p1nky and The Kwane: Another Soup Opera!,Genres collide in cartoon-inspired DIY musical,QMMUNITY POST,Mac Irvine,Article,2019-05-29,https://www.austinchronicle.com/daily/qmmunity/2019-05-29/queer-collaboration-yields-otherworldly-campiness-in-p1nky-and-the-kwane-another-soup-opera/,Austin Chronicle,checked,"Add a sizable queer community, a helpful portion of accessible funding, and an impressive DIY grit and you’ve got the winning recipe for p1nky and The Kwane: Another Soup Opera!, a campy queer musical opening its weekend-long debut run Friday, May 31, at the Museum of Human Achievement (MoHA).","A sizable queer community, a helpful portion of accessible funding, and an impressive DIY grit ",,P1nky and the Kwane: Another Soup Opera!,2019-05-29,recf8fjrTkItruopr,Queer Collaboration Yields Otherworldly Campiness in p1nky and The Kwane: Another Soup Opera!,Genres collide in cartoon-inspired DIY musical,"Add a sizable queer community, a helpful portion of accessible funding, and an impressive DIY grit and you’ve got the winning recipe for p1nky and The Kwane: Another Soup Opera!, a campy queer musical opening its weekend-long debut run Friday, May 31, at the Museum of Human Achievement (MoHA).","A sizable queer community, a helpful portion of accessible funding, and an impressive DIY grit ",Mac Irvine,Article,2019-05-28,https://www.austinchronicle.com/daily/qmmunity/2019-05-29/queer-collaboration-yields-otherworldly-campiness-in-p1nky-and-the-kwane-another-soup-opera/,Austin Chronicle,,P1nky and the Kwane: Another Soup Opera!,recf8fjrTkItruopr,1,P1nky and the Kwane: Another Soup Opera!,157
Press:158,Mexico Art Journal - Guadalajara,,,Leslie Moody Castro,Article,2019-06-08,https://glasstire.com/2019/06/08/mexico-art-journal-guadalajara/,Glasstire,,,,,,2019-06-08,,Mexico Art Journal - Guadalajara,,,,Leslie Moody Castro,Article,2019-06-07,https://glasstire.com/2019/06/08/mexico-art-journal-guadalajara/,Glasstire,,,,,,158
Press:159,"Top Five: June 13, 2019 with Henry G. Sanchez ","Top Five: June 13, 2019 with Henry G. Sanchez",,Glasstire,Article,2019-06-13,https://glasstire.com/2019/06/13/top-five-june-13-2019-with-henry-g-sanchez/,Glasstire,checked,"Top 5 - CuerposUnidos presents the work of 14 local, regional, and national artists and is curated by artist and curators, Michael Anthony García and Jose Villalobos as a means of speaking to varied representations and connotations of the human form, both aesthetic and political. Some works explore the corporeal forms, the malleable power over the human gaze; others speak to the political cachet some bodies possess that others aren’t afforded. Participating artists include: Ben Aqua, Sara Cardona, Felix D’Eon, Bug Davidson, Andie Flores, Alexander Hernandez, Ingrid Leyva, Los Dos, Roy Martinez, Rosemary Meza-DesPlas, Ric Nelson, Antonia Padilla, Sonya Marie Sky, and Dorian Wood.”

","Top 5 Art Events -  CuerposUnidos - a means of speaking to varied representations and connotations of the human form, both aesthetic and political.",,CuerposUnidos,2019-06-13,recrHLCTjdZDmIbXh,"Top Five: June 13, 2019 with Henry G. Sanchez ","Top Five: June 13, 2019 with Henry G. Sanchez","Top 5 - CuerposUnidos presents the work of 14 local, regional, and national artists and is curated by artist and curators, Michael Anthony García and Jose Villalobos as a means of speaking to varied representations and connotations of the human form, both aesthetic and political. Some works explore the corporeal forms, the malleable power over the human gaze; others speak to the political cachet some bodies possess that others aren’t afforded. Participating artists include: Ben Aqua, Sara Cardona, Felix D’Eon, Bug Davidson, Andie Flores, Alexander Hernandez, Ingrid Leyva, Los Dos, Roy Martinez, Rosemary Meza-DesPlas, Ric Nelson, Antonia Padilla, Sonya Marie Sky, and Dorian Wood.”

","Top 5 Art Events -  CuerposUnidos - a means of speaking to varied representations and connotations of the human form, both aesthetic and political.",Glasstire,Article,2019-06-12,https://glasstire.com/2019/06/13/top-five-june-13-2019-with-henry-g-sanchez/,Glasstire,,CuerposUnidos,recrHLCTjdZDmIbXh,1,CuerposUnidos,159
Press:160,Mexico Art Journal - Monterrey,,,Leslie Moody Castro,Article,2019-06-15,https://glasstire.com/2019/06/15/mexico-art-journal-monterrey/,Glasstire,,,,,,2019-06-15,,Mexico Art Journal - Monterrey,,,,Leslie Moody Castro,Article,2019-06-14,https://glasstire.com/2019/06/15/mexico-art-journal-monterrey/,Glasstire,,,,,,160
Press:161,Mexico Art Journal - Mexico City,,,Leslie Moody Castro,Article,2019-06-22,https://glasstire.com/2019/06/22/mexico-art-journal-mexico-city/,Glasstire,,,,,,2019-06-22,,Mexico Art Journal - Mexico City,,,,Leslie Moody Castro,Article,2019-06-21,https://glasstire.com/2019/06/22/mexico-art-journal-mexico-city/,Glasstire,,,,,,161
Press:162,Juegos Rancheros Holds Final Meetup of the Year,Local indie game nonprofit parties before hiatus,SCREENS POST,James Renovitch,Article,2019-06-28,https://www.austinchronicle.com/daily/screens/2019-06-28/juegos-rancheros-holds-final-meetup-of-the-year/,Austin Chronicle,checked,"Local indie game nonprofit Juegos Rancheros announced it was joining forces with the Museum of Human Achievement and putting a hold on its monthly meetups indefinitely. You might know MoHA as the extremely affordable Eastside art space that hosts events, exhibitions, and performances throughout the year next to the Canopy art space.
","You might know MoHA as the extremely affordable Eastside art space that hosts events, exhibitions, and performances throughout the year next to the Canopy art space.",,,2019-06-28,,Juegos Rancheros Holds Final Meetup of the Year,Local indie game nonprofit parties before hiatus,"Local indie game nonprofit Juegos Rancheros announced it was joining forces with the Museum of Human Achievement and putting a hold on its monthly meetups indefinitely. You might know MoHA as the extremely affordable Eastside art space that hosts events, exhibitions, and performances throughout the year next to the Canopy art space.
","You might know MoHA as the extremely affordable Eastside art space that hosts events, exhibitions, and performances throughout the year next to the Canopy art space.",James Renovitch,Article,2019-06-27,https://www.austinchronicle.com/daily/screens/2019-06-28/juegos-rancheros-holds-final-meetup-of-the-year/,Austin Chronicle,,,,1,,162
Press:163,Online Residency Open Call: Museum of Human Achievement in ,Online Residency Open Call: Museum of Human Achievement in,,,Article,2019-07-02,https://glasstire.com/2019/07/02/online-residency-open-call-museum-of-human-achievement-in-austin/,Glasstire,,"The Museum of Human Achievement (MoHA), an artist-run space in Austin, has put out an open call for its Welcome to My Homepage Digital Artist Residency Program, and artists can apply from July 1–August 1. The residencies will occur monthly between September 2019 to February 2020, and artists are free to interpret the opportunity however they’d like. MoHA’s residency program offers artists a no-cost, low-stakes opportunity to expand their practice, explore the web as a site for creative production, and reach a new audience, according to MoHA’s website.
",,,,2019-07-02,,Online Residency Open Call: Museum of Human Achievement in ,Online Residency Open Call: Museum of Human Achievement in,"The Museum of Human Achievement (MoHA), an artist-run space in Austin, has put out an open call for its Welcome to My Homepage Digital Artist Residency Program, and artists can apply from July 1–August 1. The residencies will occur monthly between September 2019 to February 2020, and artists are free to interpret the opportunity however they’d like. MoHA’s residency program offers artists a no-cost, low-stakes opportunity to expand their practice, explore the web as a site for creative production, and reach a new audience, according to MoHA’s website.
",,,Article,2019-07-01,https://glasstire.com/2019/07/02/online-residency-open-call-museum-of-human-achievement-in-austin/,Glasstire,,,,,,163
Press:164,"In the Studio With Ana Segovia, Austin ","In the Studio With Ana Segovia, Austin",,Leslie Moody Castro,Article,2019-07-26,https://glasstire.com/2019/07/26/in-the-studio-with-ana-segovia-austin/,Glasstire,,"LMC: What are some of the takeaways you think will stick with you from this residency?

AS: When you are working on a project, you are really working through it. You are in a process of figuring things out as you are doing them. Being in a new context, a new space, physically but also psychologically, gives you the distance you need to see things from another perspective. Coming to Austin has helped me realize that just taking a step out of your everyday process and pushing yourself to do something different can really shed new light not only on where you’ve been as an artist but where you can go.",,,Ana Segovia,2019-07-26,recYaOLvFPuOHR8rB,"In the Studio With Ana Segovia, Austin ","In the Studio With Ana Segovia, Austin","LMC: What are some of the takeaways you think will stick with you from this residency?

AS: When you are working on a project, you are really working through it. You are in a process of figuring things out as you are doing them. Being in a new context, a new space, physically but also psychologically, gives you the distance you need to see things from another perspective. Coming to Austin has helped me realize that just taking a step out of your everyday process and pushing yourself to do something different can really shed new light not only on where you’ve been as an artist but where you can go.",,Leslie Moody Castro,Article,2019-07-25,https://glasstire.com/2019/07/26/in-the-studio-with-ana-segovia-austin/,Glasstire,,Ana Segovia,recYaOLvFPuOHR8rB,,Ana Segovia,164
Press:165,The Nude Show ,The Nude Show,,,Listing,2019-07-28,https://glasstire.com/events/2019/07/28/the-nude-show/,Glasstire,,,,,,2019-07-28,,The Nude Show ,The Nude Show,,,,Listing,2019-07-27,https://glasstire.com/events/2019/07/28/the-nude-show/,Glasstire,,,,,,165
Press:166,Dolly Fest Celebrates Dolly Parton's Influence on Culture – Queer and Otherwise,"""Anti-musical” headlines an evening of high camp and high hair",ARTS POST,Savana Dunning,Article,2019-07-31,https://www.austinchronicle.com/daily/arts/2019-07-31/dolly-fest-celebrates-dolly-partons-influence-on-culture-queer-and-otherwise/,Austin Chronicle,,"""The Museum of Human Achievement is getting ready to host a high camp celebration of the human embodiment of down-home glamour: country music legend Dolly Parton.
""",,,Dolly Fest 2019,2019-07-31,recIOqqgHumMI9jek,Dolly Fest Celebrates Dolly Parton's Influence on Culture – Queer and Otherwise,"""Anti-musical” headlines an evening of high camp and high hair","""The Museum of Human Achievement is getting ready to host a high camp celebration of the human embodiment of down-home glamour: country music legend Dolly Parton.
""",,Savana Dunning,Article,2019-07-30,https://www.austinchronicle.com/daily/arts/2019-07-31/dolly-fest-celebrates-dolly-partons-influence-on-culture-queer-and-otherwise/,Austin Chronicle,,Dolly Fest 2019,recIOqqgHumMI9jek,,Dolly Fest 2019,166
Press:167,Frank Wo/Men Collective's Maximization ,"They have also collaborated on events with Meow Wolf, Boss Babes ATX, and the Museum of Human Achievement. Each project has been a ",,,Article,2019-08-29,https://www.sightlinesmag.org/frank-women-collective-maximize,Sightlines,,"Since then, in just over two and a half years, the Frankies have staged three more evening-length productions, as well as a handful of shorter pieces. They have also collaborated on events with Meow Wolf, Boss Babes ATX, and the Museum of Human Achievement. Each project has been a progressive step forward, enabling them to secure increased funding, elevating production and pushing craft to the next level.
",,,,2019-08-29,,Frank Wo/Men Collective's Maximization ,"They have also collaborated on events with Meow Wolf, Boss Babes ATX, and the Museum of Human Achievement. Each project has been a ","Since then, in just over two and a half years, the Frankies have staged three more evening-length productions, as well as a handful of shorter pieces. They have also collaborated on events with Meow Wolf, Boss Babes ATX, and the Museum of Human Achievement. Each project has been a progressive step forward, enabling them to secure increased funding, elevating production and pushing craft to the next level.
",,,Article,2019-08-28,https://www.sightlinesmag.org/frank-women-collective-maximize,Sightlines,,,,,,167
Press:168,Trying to Make Magic: Katie Bender channels Houdini ,"at the Museum of Human Achievement. Bender describes it as “part DIY seance, part historical cabaret — and attempt to contact and ",,Jeanne Claire van Ryzin,Article,2019-09-01,https://www.sightlinesmag.org/katie-bender-houdini,Sightlines,,"“Instructions for a Seance” is Bender’s new one-woman show, running in a fully staged workshop production Sept. 19-29 at the Museum of Human Achievement. Bender describes it as “part DIY seance, part historical cabaret — and attempt to contact and resurrect the spirit of escape artist Harry Houdini.”
",,,Instructions for a Seance,2019-09-01,rec9srVxNNB6jC4bi,Trying to Make Magic: Katie Bender channels Houdini ,"at the Museum of Human Achievement. Bender describes it as “part DIY seance, part historical cabaret — and attempt to contact and ","“Instructions for a Seance” is Bender’s new one-woman show, running in a fully staged workshop production Sept. 19-29 at the Museum of Human Achievement. Bender describes it as “part DIY seance, part historical cabaret — and attempt to contact and resurrect the spirit of escape artist Harry Houdini.”
",,Jeanne Claire van Ryzin,Article,2019-08-31,https://www.sightlinesmag.org/katie-bender-houdini,Sightlines,,Instructions for a Seance,rec9srVxNNB6jC4bi,,Instructions for a Seance,168
Press:169,Five Recommended Arts Events This Weekend,"Because you want to supercharge your time in this world, don’t you?",ARTS POST,Wayne Alan Brenner,Article,2019-09-05,https://www.austinchronicle.com/daily/arts/2019-09-05/five-recommended-arts-events-this-weekend/,Austin Chronicle,,"Top 5 art events - 2) Virtual Reality Fondue That wandering Kyle Marler of FLATSITTER brings his VR phenomenon back to the ATX with new footage and experiences, gustatorily enhanced by pots of IRL cheese fondue (and many veggies for dipping) while you’re tripping the light and sound fantastic. Technology in service of art, FTW. Bonus: This gig’s at the Museum of Human Achievement, where you can also catch (on Friday, anyway) Sarah Lim’s luminous Neon Dreamin’ installation.
",,,VR Fondue,2019-09-05,recbRPv6RHW4zqYaZ,Five Recommended Arts Events This Weekend,"Because you want to supercharge your time in this world, don’t you?","Top 5 art events - 2) Virtual Reality Fondue That wandering Kyle Marler of FLATSITTER brings his VR phenomenon back to the ATX with new footage and experiences, gustatorily enhanced by pots of IRL cheese fondue (and many veggies for dipping) while you’re tripping the light and sound fantastic. Technology in service of art, FTW. Bonus: This gig’s at the Museum of Human Achievement, where you can also catch (on Friday, anyway) Sarah Lim’s luminous Neon Dreamin’ installation.
",,Wayne Alan Brenner,Article,2019-09-04,https://www.austinchronicle.com/daily/arts/2019-09-05/five-recommended-arts-events-this-weekend/,Austin Chronicle,,VR Fondue,recbRPv6RHW4zqYaZ,,VR Fondue,169
Press:170,"Cedars Union Presents Talk on Artist-Run Organizations, Moderated ","Cedars Union Presents Talk on Artist-Run Organizations, Moderated",,,Article,2019-09-16,https://glasstire.com/2019/09/16/cedars-union-presents-talk-on-artist-run-organizations-moderated-by-christina-rees/,Glasstire,,"Artist-run spaces abound in Texas. There are roving models like Fort Worth’s Art Tooth, Dallas’ long-running 500X,  the Museum of Human Achievement, MASS, and Co-Lab Projects in Austin, and Presa House and Sala Diaz in San Antonio (to name only a few). They even get some occasional  love at art fairs.
",,,,2019-09-16,,"Cedars Union Presents Talk on Artist-Run Organizations, Moderated ","Cedars Union Presents Talk on Artist-Run Organizations, Moderated","Artist-run spaces abound in Texas. There are roving models like Fort Worth’s Art Tooth, Dallas’ long-running 500X,  the Museum of Human Achievement, MASS, and Co-Lab Projects in Austin, and Presa House and Sala Diaz in San Antonio (to name only a few). They even get some occasional  love at art fairs.
",,,Article,2019-09-15,https://glasstire.com/2019/09/16/cedars-union-presents-talk-on-artist-run-organizations-moderated-by-christina-rees/,Glasstire,,,,,,170
Press:171,East Austin Studio Tour 2019: Weekend 1 ,East Austin Studio Tour 2019: Weekend 1,,Barbara Purcell,Article,2019-11-19,https://glasstire.com/2019/11/19/east-austin-studio-tour-2019-weekend-1/,Glasstire,checked,"The Museum of Human Achievement (MoHA) has transformed its 7,500 square-foot space (a former sex toy factory) into an epic arcade experience. To celebrate Fantastic Arcade’s 10th anniversary, this retrospective exhibit is packed with indie video games and digital art, complete with throwback cabinets and theater-sized screens for all your retro recreational needs.
",,,Fantastic Arcade Retro(spective),2019-11-19,rec7c7K5mhLMm01wz,East Austin Studio Tour 2019: Weekend 1 ,East Austin Studio Tour 2019: Weekend 1,"The Museum of Human Achievement (MoHA) has transformed its 7,500 square-foot space (a former sex toy factory) into an epic arcade experience. To celebrate Fantastic Arcade’s 10th anniversary, this retrospective exhibit is packed with indie video games and digital art, complete with throwback cabinets and theater-sized screens for all your retro recreational needs.
",,Barbara Purcell,Article,2019-11-18,https://glasstire.com/2019/11/19/east-austin-studio-tour-2019-weekend-1/,Glasstire,,Fantastic Arcade Retro(spective),rec7c7K5mhLMm01wz,1,Fantastic Arcade Retro(spective),171
Press:172,Fusebox Festival Director Chooses His Top Five Stops for EAST 2019,Ron Berry on what's hot on this year's East Austin Studio Tour,ARTS FEATURE,Ron Berry,Article,2019-11-22,https://www.austinchronicle.com/arts/2019-11-22/fusebox-festival-director-chooses-his-top-five-stops-for-east-2019/,Austin Chronicle,checked,"I can think of no other venue in Austin that exemplifies the theme of ""In Between Worlds"" better than MoHA. It is a true inspiration. For EAST, MoHA will feature: 1) a retrospective exhibition of 10 years of Fantastic Arcade, pairing artists, custom arcade cabinets, and indie games; 2) a variety show called Ain't No Orange in Texas, created in collaboration with system-impacted women; and 3) the incomparable Christie Blizard & Mark McCoin.
","I can think of no other venue in Austin that exemplifies the theme of ""In Between Worlds"" better than MoHA. It is a true inspiration.",,Fantastic Arcade Retro(spective),2019-11-22,rec7c7K5mhLMm01wz,Fusebox Festival Director Chooses His Top Five Stops for EAST 2019,Ron Berry on what's hot on this year's East Austin Studio Tour,"I can think of no other venue in Austin that exemplifies the theme of ""In Between Worlds"" better than MoHA. It is a true inspiration. For EAST, MoHA will feature: 1) a retrospective exhibition of 10 years of Fantastic Arcade, pairing artists, custom arcade cabinets, and indie games; 2) a variety show called Ain't No Orange in Texas, created in collaboration with system-impacted women; and 3) the incomparable Christie Blizard & Mark McCoin.
","I can think of no other venue in Austin that exemplifies the theme of ""In Between Worlds"" better than MoHA. It is a true inspiration.",Ron Berry,Article,2019-11-21,https://www.austinchronicle.com/arts/2019-11-22/fusebox-festival-director-chooses-his-top-five-stops-for-east-2019/,Austin Chronicle,,Fantastic Arcade Retro(spective),rec7c7K5mhLMm01wz,1,Fantastic Arcade Retro(spective),172
Press:173,SXSW 2020: Satellite Art Show Open Call Deadline is February 1 ,SXSW 2020: Satellite Art Show Open Call Deadline is February 1,,,Article,2019-11-30,https://glasstire.com/2019/11/30/sxsw-2020-satellite-art-show-open-call-deadline-is-february-1/,Glasstire,,,,,,2019-11-30,,SXSW 2020: Satellite Art Show Open Call Deadline is February 1 ,SXSW 2020: Satellite Art Show Open Call Deadline is February 1,,,,Article,2019-11-29,https://glasstire.com/2019/11/30/sxsw-2020-satellite-art-show-open-call-deadline-is-february-1/,Glasstire,,,,,,173
Press:174,Transplanted Austin-to-Portland Musical “Batman Returns Returns” Keeps Gotham Weird,The Dark Knight before Christmas has been newly cast with some of Puddletown’s finest.,,Jay Horton,Review,2019-12-17,https://www.wweek.com/arts/2019/12/17/transplanted-austin-to-portland-musical-batman-returns-returns-keeps-gotham-weird/,Williamette Week,,"""Passover plus Christmas,"" co-creator Neil Fridd adds. ""The movie's got it all.""",,,Batman Returns Returns (Portland),2019-12-17,recu7KQyPXTWJ39vL,Transplanted Austin-to-Portland Musical “Batman Returns Returns” Keeps Gotham Weird,The Dark Knight before Christmas has been newly cast with some of Puddletown’s finest.,"""Passover plus Christmas,"" co-creator Neil Fridd adds. ""The movie's got it all.""",,Jay Horton,Review,2019-12-16,https://www.wweek.com/arts/2019/12/17/transplanted-austin-to-portland-musical-batman-returns-returns-keeps-gotham-weird/,Williamette Week,,Batman Returns Returns (Portland),recu7KQyPXTWJ39vL,,Batman Returns Returns (Portland),174
Press:175,Batman Returns Returns: Now With Christmas,,,Claudia Meza,Article,2019-12-19,https://www.opb.org/artsandlife/article/batman-returns-returns-christmas-portland-austin-play/,OBP,checked,"Matt King, like a lot of people in the underground art scene, had only heard of the ruckus The Museum of Human Achievement (MOHA) was generating. MOHA is the warehouse turned artist run art space where ""Batman Return Returns"" had its first run. Zack Traeger, executive director of MOHA, is also one of its lead producers.

Traeger filled me in on how he and his producing partner, Neil Fridd, became the Max and Leo of Christmas themed weird rock musical adaptations.

“We've been doing shows of a wide variety for the last seven years. The way it started was Neil and I would ask about 30 bands to pick a conceptual or under-represented Christmas character. Each band would write a song from the perspective of that character and we would build a set for whatever character they picked,"" said Traeger.

""So we built 30 sets throughout the space which is a giant warehouse, artist-run space. And then when the audience arrived we would tour them through all 30 sets as like a holiday experience,"" he said.

Traeger and Fridd now develop a yearly Christmas musical and so far they’ve covered ""A Christmas Carol"" and ""Die Hard,"" which they renamed ""Live Hard."" Most recently they premiered ""Home Alone."" How recently? The last of the four shows was just this past Sunday.

",,,Batman Returns Returns (Portland),2019-12-19,recu7KQyPXTWJ39vL,Batman Returns Returns: Now With Christmas,,"Matt King, like a lot of people in the underground art scene, had only heard of the ruckus The Museum of Human Achievement (MOHA) was generating. MOHA is the warehouse turned artist run art space where ""Batman Return Returns"" had its first run. Zack Traeger, executive director of MOHA, is also one of its lead producers.

Traeger filled me in on how he and his producing partner, Neil Fridd, became the Max and Leo of Christmas themed weird rock musical adaptations.

“We've been doing shows of a wide variety for the last seven years. The way it started was Neil and I would ask about 30 bands to pick a conceptual or under-represented Christmas character. Each band would write a song from the perspective of that character and we would build a set for whatever character they picked,"" said Traeger.

""So we built 30 sets throughout the space which is a giant warehouse, artist-run space. And then when the audience arrived we would tour them through all 30 sets as like a holiday experience,"" he said.

Traeger and Fridd now develop a yearly Christmas musical and so far they’ve covered ""A Christmas Carol"" and ""Die Hard,"" which they renamed ""Live Hard."" Most recently they premiered ""Home Alone."" How recently? The last of the four shows was just this past Sunday.

",,Claudia Meza,Article,2019-12-18,https://www.opb.org/artsandlife/article/batman-returns-returns-christmas-portland-austin-play/,OBP,,Batman Returns Returns (Portland),recu7KQyPXTWJ39vL,1,Batman Returns Returns (Portland),175
